Highest Layer,Transport Layer,Source IP,Dest IP,Source Port,Dest Port,Packet Length,SYN,ACK,FIN,RST,Packets/Time,Time Between Packets,target
TCP,TCP,192.168.1.4,192.168.1.3,56137,80,60,1,0,0,0,112.429,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55572,80,60,1,0,0,0,103.243,0.004,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,457,0,0,0,0,193.065,0.002,Normal
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,193.888,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52924,80,60,1,0,0,0,46.261,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52449,80,60,1,0,0,0,32.557,0.002,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,929,0,0,0,0,211.47,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,53465,80,60,1,0,0,0,60.19,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,51791,80,60,1,0,0,0,11.41,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53987,80,60,1,0,0,0,72.32,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53907,80,60,1,0,0,0,70.53,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53962,80,60,1,0,0,0,71.755,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53181,80,60,1,0,0,0,53.05,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,884,0,0,0,0,202.037,0.002,Normal
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,207.564,0.001,Normal
TCP,TCP,192.168.1.4,192.168.1.3,53733,80,60,1,0,0,0,66.577,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53161,80,60,1,0,0,0,52.497,0.002,Attack
QUIC,UDP,192.168.1.3,172.217.31.195,54246,443,1292,0,0,0,0,190.344,0.004,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52532,80,60,1,0,0,0,35.117,0.004,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,772,0,0,0,0,193.016,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52979,80,60,1,0,0,0,47.716,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,56109,80,60,1,0,0,0,111.989,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,51643,80,60,1,0,0,0,6.249,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53029,80,60,1,0,0,0,49.047,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1125,0,0,0,0,169.99,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52116,80,60,1,0,0,0,22.231,0.005,Attack
DATA,UDP,192.168.1.3,172.217.163.206,55405,443,75,0,0,0,0,166.656,0.001,Normal
TCP,TCP,192.168.1.4,192.168.1.3,51924,80,60,1,0,0,0,15.924,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1019,0,0,0,0,211.8,0.003,Normal
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,192.432,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,53498,80,60,1,0,0,0,60.978,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,888,0,0,0,0,146.76,0.003,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,86,0,0,0,0,209.502,0.001,Normal
TCP,TCP,192.168.1.4,192.168.1.3,55897,80,60,1,0,0,0,108.675,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52390,80,60,1,0,0,0,30.771,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,54432,80,60,1,0,0,0,81.886,0.004,Attack
DATA,UDP,142.250.82.4,192.168.1.3,3478,49784,722,0,0,0,0,195.624,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,53982,80,60,1,0,0,0,72.207,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,315,0,0,0,0,209.972,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,888,0,0,0,0,157.736,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,55232,80,60,1,0,0,0,97.3,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52626,80,60,1,0,0,0,37.947,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52677,80,60,1,0,0,0,39.396,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,54600,80,60,1,0,0,0,85.259,0.004,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,851,0,0,0,0,194.734,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,55836,80,60,1,0,0,0,107.658,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,54525,80,60,1,0,0,0,83.765,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,51683,80,60,1,0,0,0,7.682,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1232,0,0,0,0,187.807,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,51931,80,60,1,0,0,0,16.141,0.002,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,810,0,0,0,0,195.729,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,53281,80,60,1,0,0,0,55.593,0.004,Attack
DATA,UDP,192.168.1.3,142.250.205.234,65179,443,71,0,0,0,0,203.515,0.001,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1224,0,0,0,0,172.415,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52543,80,60,1,0,0,0,35.455,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1117,0,0,0,0,181.113,0.004,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52413,80,60,1,0,0,0,31.469,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53932,80,60,1,0,0,0,71.112,0.005,Attack
DATA,UDP,142.250.82.4,192.168.1.3,3478,49784,762,0,0,0,0,193.887,0.003,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1240,0,0,0,0,211.321,0.002,Normal
TCP,TCP,8.8.8.8,192.168.1.3,443,49921,66,0,1,0,0,197.178,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54449,80,60,1,0,0,0,82.236,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53896,80,60,1,0,0,0,70.296,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55883,80,60,1,0,0,0,108.449,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,51705,80,60,1,0,0,0,8.435,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52755,80,60,1,0,0,0,41.598,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,51993,80,60,1,0,0,0,18.279,0.003,Attack
QUIC,UDP,8.8.8.8,192.168.1.3,443,53329,69,0,0,0,0,209.751,0.001,Normal
STUN,UDP,142.250.82.4,192.168.1.3,3478,49784,106,0,0,0,0,199.05,0.001,Normal
TCP,TCP,192.168.1.4,192.168.1.3,55112,80,60,1,0,0,0,95.166,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53394,80,60,1,0,0,0,58.456,0.004,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,277,0,0,0,0,156.727,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,53199,80,60,1,0,0,0,53.508,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55470,80,60,1,0,0,0,101.455,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,884,0,0,0,0,197.854,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,371,0,0,0,0,212.38,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,686,0,0,0,0,210.285,0.003,Normal
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,142,0,0,0,0,191.713,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52251,80,60,1,0,0,0,26.547,0.004,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,86,0,0,0,0,212.019,0.001,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54123,80,60,1,0,0,0,75.317,0.004,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,86,0,0,0,0,201.628,0.001,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,890,0,0,0,0,192.928,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,86,0,0,0,0,204.105,0.002,Normal
DATA,UDP,142.250.82.4,192.168.1.3,3478,49784,936,0,0,0,0,209.452,0.004,Normal
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,114,0,0,0,0,211.756,0.001,Normal
TCP,TCP,192.168.1.4,192.168.1.3,56222,80,60,1,0,0,0,113.785,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53760,80,60,1,0,0,0,67.231,0.005,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52429,80,60,1,0,0,0,31.95,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55382,80,60,1,0,0,0,99.907,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53286,80,60,1,0,0,0,55.73,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55847,80,60,1,0,0,0,107.84,0.004,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,788,0,0,0,0,196.672,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52665,80,60,1,0,0,0,39.071,0.005,Attack
TCP,TCP,192.168.1.4,192.168.1.3,54298,80,60,1,0,0,0,79.054,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1044,0,0,0,0,194.012,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,55335,80,60,1,0,0,0,99.121,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,297,0,0,0,0,211.868,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54511,80,60,1,0,0,0,83.491,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,54542,80,60,1,0,0,0,84.102,0.005,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1079,0,0,0,0,206.329,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54921,80,60,1,0,0,0,91.53,0.003,Attack
DATA,UDP,142.250.82.4,192.168.1.3,3478,49784,78,0,0,0,0,212.431,0.001,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,692,0,0,0,0,192.213,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52481,80,60,1,0,0,0,33.607,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1052,0,0,0,0,195.448,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,55055,80,60,1,0,0,0,94.107,0.002,Attack
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,150.925,0.002,Normal
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,198,0,0,0,0,209.553,0.001,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54059,80,60,1,0,0,0,73.907,0.003,Attack
DATA,UDP,172.217.163.206,192.168.1.3,443,55405,743,0,0,0,0,100.806,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52165,80,60,1,0,0,0,23.837,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,537,0,0,0,0,194.601,0.002,Normal
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,106,0,0,0,0,210.732,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52162,80,60,1,0,0,0,23.725,0.002,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,962,0,0,0,0,169.559,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,51939,80,60,1,0,0,0,16.426,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,684,0,0,0,0,188.636,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54619,80,60,1,0,0,0,85.642,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,51814,80,60,1,0,0,0,12.214,0.002,Attack
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,106,0,0,0,0,193.417,0.001,Normal
TCP,TCP,192.168.1.4,192.168.1.3,53412,80,60,1,0,0,0,58.899,0.004,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,421,0,0,0,0,180.627,0.001,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54586,80,60,1,0,0,0,84.973,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,54998,80,60,1,0,0,0,93.0,0.005,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53469,80,60,1,0,0,0,60.288,0.005,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1137,0,0,0,0,210.855,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,962,0,0,0,0,192.512,0.003,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,506,0,0,0,0,197.649,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,56189,80,60,1,0,0,0,113.285,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52347,80,60,1,0,0,0,29.495,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53324,80,60,1,0,0,0,56.671,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,86,0,0,0,0,211.872,0.003,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,242,0,0,0,0,102.893,0.002,Normal
DATA,UDP,142.250.82.4,192.168.1.3,3478,49784,659,0,0,0,0,204.061,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,415,0,0,0,0,211.45,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,51659,80,60,1,0,0,0,6.834,0.002,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,829,0,0,0,0,171.292,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,55395,80,60,1,0,0,0,100.129,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52338,80,60,1,0,0,0,29.204,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52681,80,60,1,0,0,0,39.526,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55175,80,60,1,0,0,0,96.293,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55192,80,60,1,0,0,0,96.592,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,56427,80,60,1,0,0,0,116.783,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1102,0,0,0,0,207.332,0.003,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,997,0,0,0,0,139.742,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,86,0,0,0,0,207.981,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,918,0,0,0,0,197.254,0.003,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,695,0,0,0,0,196.341,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,51805,80,60,1,0,0,0,11.909,0.005,Attack
TCP,TCP,192.168.1.4,192.168.1.3,51935,80,60,1,0,0,0,16.275,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,54009,80,60,1,0,0,0,72.788,0.002,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,733,0,0,0,0,201.697,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1031,0,0,0,0,206.519,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,55383,80,60,1,0,0,0,99.935,0.003,Attack
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,106,0,0,0,0,203.195,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,51507,80,60,1,0,0,0,1.287,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,943,0,0,0,0,148.888,0.002,Normal
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,106,0,0,0,0,170.635,0.001,Normal
TCP,TCP,192.168.1.4,192.168.1.3,55141,80,60,1,0,0,0,95.671,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53256,80,60,1,0,0,0,54.974,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,56084,80,60,1,0,0,0,111.602,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,51663,80,60,1,0,0,0,6.958,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53718,80,60,1,0,0,0,66.236,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53012,80,60,1,0,0,0,48.592,0.004,Attack
QUIC,UDP,142.250.196.46,192.168.1.3,443,62206,301,0,0,0,0,187.377,0.001,Normal
TCP,TCP,192.168.1.4,192.168.1.3,53135,80,60,1,0,0,0,51.8,0.005,Attack
TCP,TCP,192.168.1.3,163.70.139.60,48080,443,54,0,1,0,0,180.362,0.003,Normal
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,90,0,0,0,0,212.35,0.001,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54698,80,60,1,0,0,0,87.241,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,858,0,0,0,0,195.208,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,53643,80,60,1,0,0,0,64.451,0.003,Attack
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,90,0,0,0,0,199.888,0.002,Normal
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,106,0,0,0,0,91.154,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,224,0,0,0,0,140.794,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,86,0,0,0,0,205.718,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,414,0,0,0,0,163.433,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,717,0,0,0,0,196.229,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,53761,80,60,1,0,0,0,67.255,0.002,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,861,0,0,0,0,197.134,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1250,0,0,0,0,192.316,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,55112,80,60,1,0,0,0,95.157,0.004,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,86,0,0,0,0,201.967,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54892,80,60,1,0,0,0,90.985,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52975,80,60,1,0,0,0,47.613,0.002,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,90,0,0,0,0,207.095,0.001,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54355,80,60,1,0,0,0,80.247,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53767,80,60,1,0,0,0,67.399,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52189,80,60,1,0,0,0,24.582,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55103,80,60,1,0,0,0,94.982,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53393,80,60,1,0,0,0,58.421,0.005,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,953,0,0,0,0,193.297,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,304,0,0,0,0,198.374,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,55107,80,60,1,0,0,0,95.069,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,56342,80,60,1,0,0,0,115.55,0.003,Attack
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,106,0,0,0,0,204.513,0.001,Normal
TCP,TCP,192.168.1.4,192.168.1.3,51929,80,60,1,0,0,0,16.09,0.002,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,344,0,0,0,0,206.43,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54209,80,60,1,0,0,0,77.197,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,51825,80,60,1,0,0,0,12.571,0.003,Attack
QUIC,UDP,192.168.1.3,8.8.8.8,53329,443,73,0,0,0,0,189.995,0.001,Normal
TCP,TCP,192.168.1.4,192.168.1.3,55527,80,60,1,0,0,0,102.451,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52292,80,60,1,0,0,0,27.801,0.003,Attack
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,142,0,0,0,0,147.43,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,839,0,0,0,0,201.394,0.002,Normal
_WS.MALFORMED,UDP,192.168.1.3,142.250.82.4,49784,3478,90,0,0,0,0,208.916,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,53395,80,60,1,0,0,0,58.478,0.005,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53637,80,60,1,0,0,0,64.319,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,55167,80,60,1,0,0,0,96.142,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,921,0,0,0,0,196.159,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54788,80,60,1,0,0,0,88.998,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,51987,80,60,1,0,0,0,18.08,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1228,0,0,0,0,213.484,0.003,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,897,0,0,0,0,162.313,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,56314,80,60,1,0,0,0,115.154,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,54644,80,60,1,0,0,0,86.148,0.005,Attack
TCP,TCP,192.168.1.4,192.168.1.3,51616,80,60,1,0,0,0,5.287,0.002,Attack
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,106,0,0,0,0,24.662,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,873,0,0,0,0,194.635,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52106,80,60,1,0,0,0,21.916,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,54214,80,60,1,0,0,0,77.309,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,381,0,0,0,0,192.925,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,737,0,0,0,0,157.161,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52809,80,60,1,0,0,0,43.092,0.002,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1098,0,0,0,0,196.916,0.003,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,775,0,0,0,0,173.905,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,55233,80,60,1,0,0,0,97.31,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53936,80,60,1,0,0,0,71.204,0.002,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1159,0,0,0,0,92.581,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53361,80,60,1,0,0,0,57.603,0.004,Attack
QUIC,UDP,8.8.8.8,192.168.1.3,443,53329,162,0,0,0,0,189.956,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,53708,80,60,1,0,0,0,65.99,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,377,0,0,0,0,207.005,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54182,80,60,1,0,0,0,76.605,0.004,Attack
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,178.307,0.001,Normal
QUIC,UDP,192.168.1.3,172.217.31.195,54246,443,72,0,0,0,0,192.04,0.001,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54504,80,60,1,0,0,0,83.328,0.004,Attack
RTCP,UDP,142.250.82.4,192.168.1.3,3478,49784,110,0,0,0,0,171.411,0.001,Normal
TCP,TCP,192.168.1.4,192.168.1.3,54192,80,60,1,0,0,0,76.815,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,51669,80,60,1,0,0,0,7.169,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53349,80,60,1,0,0,0,57.309,0.004,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53513,80,60,1,0,0,0,61.354,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52424,80,60,1,0,0,0,31.815,0.003,Attack
DATA,UDP,192.168.1.3,142.250.205.234,65179,443,71,0,0,0,0,192.382,0.001,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,938,0,0,0,0,201.183,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,51596,80,60,1,0,0,0,4.589,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,54162,80,60,1,0,0,0,76.182,0.005,Attack
DATA,UDP,192.168.1.3,172.217.163.206,55405,443,918,0,0,0,0,187.414,0.003,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,255,0,0,0,0,156.662,0.002,Normal
QUIC,UDP,192.168.1.3,142.250.76.67,56733,443,73,0,0,0,0,202.207,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,809,0,0,0,0,210.383,0.003,Normal
TCP,TCP,192.168.1.4,192.168.1.3,51477,80,60,1,0,0,0,0.129,0.004,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,520,0,0,0,0,178.09,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,52587,80,60,1,0,0,0,36.835,0.003,Attack
TCP,TCP,192.168.1.4,192.168.1.3,54491,80,60,1,0,0,0,83.053,0.005,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,665,0,0,0,0,205.435,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,51489,80,60,1,0,0,0,0.572,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,56216,80,60,1,0,0,0,113.697,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,53296,80,60,1,0,0,0,55.984,0.002,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1035,0,0,0,0,188.397,0.002,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,453,0,0,0,0,209.309,0.001,Normal
TCP,TCP,192.168.1.4,192.168.1.3,53499,80,60,1,0,0,0,60.99,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,1097,0,0,0,0,192.806,0.002,Normal
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,90,0,0,0,0,204.952,0.001,Normal
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,974,0,0,0,0,172.642,0.002,Normal
RTCP,UDP,192.168.1.3,142.250.82.4,49784,3478,90,0,0,0,0,213.639,0.002,Normal
TCP,TCP,192.168.1.4,192.168.1.3,55250,80,60,1,0,0,0,97.624,0.002,Attack
TCP,TCP,192.168.1.4,192.168.1.3,52924,80,60,1,0,0,0,46.248,0.003,Attack
DATA,UDP,192.168.1.3,142.250.82.4,49784,3478,929,0,0,0,0,195.5,0.003,Normal
